name,category_name,brand_name,item_condition_id,shipping,item_description,price
Product 8956,Toys/Games,Samsung,4,1,Great quality item number 8956,100.19
Product 8957,Toys/Educational,Apple,3,0,Great quality item number 8957,74.49
Product 8958,Home/Kitchen,HP,5,0,Great quality item number 8958,16.14
Product 8959,Books/Fiction,Generic,5,0,Great quality item number 8959,11.41
Product 8960,Beauty/Makeup,Samsung,2,0,Great quality item number 8960,10.87
Product 8961,Sports/Outdoors,Generic,1,0,Great quality item number 8961,50.26
Product 8962,Clothing/Shoes,Apple,5,0,Great quality item number 8962,32.85
Product 8963,Electronics/Phones,Sony,1,1,Great quality item number 8963,28.36
Product 8964,Home/Furniture,Unknown,1,1,Great quality item number 8964,37.02
Product 8965,Electronics/Computers,Nike,3,1,Great quality item number 8965,45.22
Product 8966,Beauty/Makeup,Apple,1,0,Great quality item number 8966,12.69
Product 8967,Beauty/Makeup,Apple,3,0,Great quality item number 8967,121.91
Product 8968,Clothing/Shoes,Unknown,4,1,Great quality item number 8968,18.13
Product 8969,Electronics/Phones,Puma,5,0,Great quality item number 8969,7.44
Product 8970,Toys/Games,Zara,3,1,Great quality item number 8970,59.0
Product 8971,Sports/Fitness,Dell,2,1,Great quality item number 8971,27.73
Product 8972,Beauty/Skincare,Sony,3,0,Great quality item number 8972,5.54
Product 8973,Clothing/Shoes,Puma,1,0,Great quality item number 8973,33.09
Product 8974,Beauty/Makeup,Puma,2,1,Great quality item number 8974,34.03
Product 8975,Clothing/Tops,Sony,1,0,Great quality item number 8975,38.74
Product 8976,Electronics/Computers,Adidas,2,0,Great quality item number 8976,32.17
Product 8977,Books/Fiction,Samsung,3,0,Great quality item number 8977,14.31
Product 8978,Toys/Educational,Unknown,1,0,Great quality item number 8978,213.05
Product 8979,Clothing/Tops,Zara,3,1,Great quality item number 8979,23.91
Product 8980,Beauty/Makeup,Dell,5,1,Great quality item number 8980,19.74
Product 8981,Sports/Outdoors,Unknown,2,0,Great quality item number 8981,5.11
Product 8982,Home/Furniture,Nike,4,1,Great quality item number 8982,30.24
Product 8983,Books/Educational,Puma,4,1,Great quality item number 8983,25.09
Product 8984,Electronics/Phones,HP,3,0,Great quality item number 8984,93.03
Product 8985,Home/Kitchen,Generic,2,0,Great quality item number 8985,16.55
Product 8986,Sports/Fitness,Apple,2,0,Great quality item number 8986,39.13
Product 8987,Electronics/Computers,Generic,3,0,Great quality item number 8987,34.85
Product 8988,Books/Fiction,Sony,4,1,Great quality item number 8988,51.86
Product 8989,Beauty/Skincare,Apple,5,1,Great quality item number 8989,52.58
Product 8990,Sports/Fitness,Apple,4,1,Great quality item number 8990,5.11
Product 8991,Electronics/Computers,H&M,1,1,Great quality item number 8991,65.81
Product 8992,Beauty/Skincare,Samsung,4,0,Great quality item number 8992,8.77
Product 8993,Books/Fiction,Dell,1,0,Great quality item number 8993,6.62
Product 8994,Beauty/Makeup,Puma,1,0,Great quality item number 8994,54.38
Product 8995,Toys/Educational,Samsung,5,0,Great quality item number 8995,7.66
Product 8996,Books/Educational,Unknown,5,1,Great quality item number 8996,6.38
Product 8997,Toys/Games,Zara,4,0,Great quality item number 8997,13.32
Product 8998,Clothing/Tops,Adidas,3,0,Great quality item number 8998,27.26
Product 8999,Toys/Games,HP,4,1,Great quality item number 8999,66.27
Product 9000,Clothing/Tops,Zara,5,0,Great quality item number 9000,80.01
Product 9001,Beauty/Makeup,Apple,1,1,Great quality item number 9001,23.12
Product 9002,Sports/Fitness,Dell,1,1,Great quality item number 9002,31.78
Product 9003,Home/Furniture,Dell,3,1,Great quality item number 9003,82.28
Product 9004,Beauty/Makeup,Generic,4,1,Great quality item number 9004,49.6
Product 9005,Beauty/Makeup,Unknown,3,1,Great quality item number 9005,34.19
Product 9006,Home/Kitchen,Dell,3,1,Great quality item number 9006,13.43
Product 9007,Electronics/Computers,Apple,4,1,Great quality item number 9007,24.08
Product 9008,Home/Furniture,Apple,2,0,Great quality item number 9008,63.78
Product 9009,Home/Kitchen,Sony,4,1,Great quality item number 9009,16.17
Product 9010,Home/Kitchen,Generic,3,1,Great quality item number 9010,9.71
Product 9011,Electronics/Computers,Zara,2,1,Great quality item number 9011,10.03
Product 9012,Toys/Games,Zara,3,0,Great quality item number 9012,49.42
Product 9013,Books/Fiction,Adidas,3,1,Great quality item number 9013,10.41
Product 9014,Books/Educational,HP,3,1,Great quality item number 9014,6.38
Product 9015,Home/Kitchen,Sony,1,1,Great quality item number 9015,62.77
Product 9016,Electronics/Computers,HP,4,0,Great quality item number 9016,86.49
Product 9017,Books/Fiction,Unknown,5,0,Great quality item number 9017,133.68
Product 9018,Sports/Outdoors,Sony,1,0,Great quality item number 9018,18.65
Product 9019,Beauty/Makeup,Generic,4,1,Great quality item number 9019,77.06
Product 9020,Beauty/Makeup,Samsung,1,0,Great quality item number 9020,10.03
Product 9021,Sports/Fitness,H&M,4,0,Great quality item number 9021,153.4
Product 9022,Home/Kitchen,Nike,2,1,Great quality item number 9022,5.51
Product 9023,Sports/Outdoors,Adidas,5,0,Great quality item number 9023,17.76
Product 9024,Sports/Fitness,Dell,2,1,Great quality item number 9024,45.96
Product 9025,Toys/Educational,Adidas,2,0,Great quality item number 9025,32.63
Product 9026,Home/Kitchen,Apple,4,1,Great quality item number 9026,20.31
Product 9027,Beauty/Skincare,Zara,3,1,Great quality item number 9027,7.42
Product 9028,Books/Fiction,Sony,3,1,Great quality item number 9028,96.11
Product 9029,Toys/Games,Puma,3,1,Great quality item number 9029,62.73
Product 9030,Books/Fiction,Unknown,3,0,Great quality item number 9030,7.36
Product 9031,Home/Furniture,HP,5,0,Great quality item number 9031,46.89
Product 9032,Beauty/Makeup,Apple,2,1,Great quality item number 9032,10.47
Product 9033,Clothing/Shoes,Samsung,1,1,Great quality item number 9033,104.37
Product 9034,Toys/Games,Nike,5,1,Great quality item number 9034,7.06
Product 9035,Beauty/Skincare,Puma,4,0,Great quality item number 9035,11.09
Product 9036,Books/Fiction,Zara,5,1,Great quality item number 9036,49.44
Product 9037,Toys/Educational,Samsung,5,0,Great quality item number 9037,5.52
Product 9038,Electronics/Computers,HP,4,0,Great quality item number 9038,67.72
Product 9039,Beauty/Makeup,Sony,1,1,Great quality item number 9039,14.08
Product 9040,Sports/Fitness,Sony,2,0,Great quality item number 9040,64.25
Product 9041,Sports/Outdoors,H&M,5,1,Great quality item number 9041,24.14
Product 9042,Sports/Fitness,Puma,4,0,Great quality item number 9042,6.75
Product 9043,Home/Kitchen,Adidas,4,0,Great quality item number 9043,28.3
Product 9044,Clothing/Tops,Adidas,1,0,Great quality item number 9044,43.38
Product 9045,Clothing/Shoes,Dell,5,1,Great quality item number 9045,27.98
Product 9046,Books/Fiction,Generic,4,1,Great quality item number 9046,74.22
Product 9047,Books/Educational,Samsung,1,0,Great quality item number 9047,46.95
Product 9048,Electronics/Phones,Zara,1,1,Great quality item number 9048,8.97
Product 9049,Clothing/Shoes,HP,4,0,Great quality item number 9049,6.42
Product 9050,Home/Furniture,Puma,4,1,Great quality item number 9050,18.47
Product 9051,Home/Kitchen,H&M,5,1,Great quality item number 9051,41.53
Product 9052,Beauty/Makeup,HP,5,0,Great quality item number 9052,63.36
Product 9053,Toys/Games,H&M,2,1,Great quality item number 9053,64.12
Product 9054,Books/Fiction,HP,4,0,Great quality item number 9054,7.11
Product 9055,Sports/Outdoors,Generic,3,1,Great quality item number 9055,54.09
Product 9056,Toys/Games,Zara,3,1,Great quality item number 9056,15.18
Product 9057,Books/Fiction,Zara,2,1,Great quality item number 9057,80.17
Product 9058,Toys/Games,Nike,4,1,Great quality item number 9058,25.58
Product 9059,Toys/Games,Nike,1,1,Great quality item number 9059,9.92
Product 9060,Electronics/Phones,H&M,3,0,Great quality item number 9060,153.05
Product 9061,Home/Furniture,Puma,5,0,Great quality item number 9061,11.86
Product 9062,Sports/Outdoors,Puma,3,1,Great quality item number 9062,14.6
Product 9063,Sports/Fitness,Zara,4,1,Great quality item number 9063,27.56
Product 9064,Toys/Games,Dell,3,1,Great quality item number 9064,5.81
Product 9065,Sports/Outdoors,Puma,2,0,Great quality item number 9065,57.51
Product 9066,Home/Furniture,H&M,5,0,Great quality item number 9066,23.04
Product 9067,Toys/Educational,Unknown,2,1,Great quality item number 9067,17.97
Product 9068,Toys/Games,Generic,1,0,Great quality item number 9068,22.4
Product 9069,Clothing/Shoes,Adidas,1,0,Great quality item number 9069,109.41
Product 9070,Sports/Fitness,Adidas,1,1,Great quality item number 9070,25.35
Product 9071,Books/Fiction,H&M,1,1,Great quality item number 9071,46.94
Product 9072,Beauty/Makeup,H&M,4,1,Great quality item number 9072,5.46
Product 9073,Beauty/Skincare,Nike,4,0,Great quality item number 9073,47.26
Product 9074,Home/Kitchen,HP,4,0,Great quality item number 9074,7.99
Product 9075,Home/Kitchen,Adidas,2,0,Great quality item number 9075,52.35
Product 9076,Beauty/Makeup,Zara,2,1,Great quality item number 9076,80.17
Product 9077,Books/Fiction,Adidas,3,0,Great quality item number 9077,13.0
Product 9078,Electronics/Phones,H&M,5,1,Great quality item number 9078,14.74
Product 9079,Home/Kitchen,Generic,2,1,Great quality item number 9079,54.52
Product 9080,Beauty/Skincare,Samsung,3,1,Great quality item number 9080,51.07
Product 9081,Home/Kitchen,Generic,1,0,Great quality item number 9081,52.25
Product 9082,Books/Fiction,Adidas,1,0,Great quality item number 9082,54.51
Product 9083,Books/Educational,Nike,2,1,Great quality item number 9083,17.71
Product 9084,Clothing/Shoes,Samsung,4,0,Great quality item number 9084,95.08
Product 9085,Books/Educational,Puma,3,0,Great quality item number 9085,73.62
Product 9086,Home/Kitchen,Sony,5,1,Great quality item number 9086,9.1
Product 9087,Sports/Fitness,Unknown,3,1,Great quality item number 9087,6.29
Product 9088,Clothing/Tops,HP,4,0,Great quality item number 9088,80.02
Product 9089,Books/Fiction,H&M,4,1,Great quality item number 9089,12.25
Product 9090,Electronics/Computers,Adidas,2,0,Great quality item number 9090,45.54
Product 9091,Toys/Educational,Zara,4,1,Great quality item number 9091,37.56
Product 9092,Electronics/Computers,Samsung,4,0,Great quality item number 9092,43.72
Product 9093,Toys/Games,Zara,5,1,Great quality item number 9093,33.85
Product 9094,Sports/Outdoors,HP,4,1,Great quality item number 9094,15.12
Product 9095,Beauty/Makeup,Adidas,1,1,Great quality item number 9095,32.04
Product 9096,Toys/Games,Unknown,4,0,Great quality item number 9096,27.77
Product 9097,Beauty/Makeup,HP,1,1,Great quality item number 9097,15.97
Product 9098,Toys/Educational,Unknown,5,0,Great quality item number 9098,17.83
Product 9099,Home/Furniture,HP,2,1,Great quality item number 9099,36.25
Product 9100,Beauty/Makeup,Generic,1,0,Great quality item number 9100,59.19
Product 9101,Books/Educational,Zara,2,0,Great quality item number 9101,32.06
Product 9102,Clothing/Shoes,Adidas,2,1,Great quality item number 9102,22.27
Product 9103,Books/Fiction,Sony,1,1,Great quality item number 9103,8.92
Product 9104,Electronics/Phones,Puma,3,0,Great quality item number 9104,5.55
Product 9105,Sports/Outdoors,Zara,4,1,Great quality item number 9105,7.75
Product 9106,Sports/Fitness,HP,5,0,Great quality item number 9106,7.12
Product 9107,Beauty/Skincare,Sony,2,0,Great quality item number 9107,10.4
Product 9108,Sports/Fitness,Samsung,3,0,Great quality item number 9108,75.25
Product 9109,Books/Fiction,Dell,2,0,Great quality item number 9109,9.9
Product 9110,Clothing/Tops,Nike,3,0,Great quality item number 9110,11.44
Product 9111,Beauty/Makeup,Zara,5,1,Great quality item number 9111,33.46
Product 9112,Home/Furniture,HP,3,1,Great quality item number 9112,28.22
Product 9113,Beauty/Skincare,Apple,5,0,Great quality item number 9113,59.31
Product 9114,Books/Educational,H&M,4,0,Great quality item number 9114,12.83
Product 9115,Books/Fiction,Zara,3,0,Great quality item number 9115,24.81
Product 9116,Toys/Games,Dell,2,0,Great quality item number 9116,8.47
Product 9117,Clothing/Tops,Apple,4,0,Great quality item number 9117,31.54
Product 9118,Books/Educational,Generic,2,0,Great quality item number 9118,32.66
Product 9119,Clothing/Tops,Zara,2,1,Great quality item number 9119,61.47
Product 9120,Beauty/Makeup,Apple,4,1,Great quality item number 9120,17.03
Product 9121,Home/Kitchen,Nike,4,0,Great quality item number 9121,15.61
Product 9122,Books/Educational,Apple,5,0,Great quality item number 9122,96.29
Product 9123,Clothing/Shoes,Nike,3,1,Great quality item number 9123,22.94
Product 9124,Electronics/Computers,Puma,5,0,Great quality item number 9124,15.24
Product 9125,Sports/Fitness,Puma,1,1,Great quality item number 9125,32.95
Product 9126,Clothing/Shoes,Samsung,1,0,Great quality item number 9126,9.64
Product 9127,Beauty/Skincare,Samsung,5,1,Great quality item number 9127,19.64
Product 9128,Sports/Outdoors,HP,5,1,Great quality item number 9128,23.43
Product 9129,Home/Kitchen,Puma,3,0,Great quality item number 9129,69.46
Product 9130,Electronics/Computers,Nike,4,1,Great quality item number 9130,43.92
Product 9131,Clothing/Shoes,Adidas,1,1,Great quality item number 9131,19.89
Product 9132,Books/Fiction,Puma,4,1,Great quality item number 9132,23.78
Product 9133,Clothing/Tops,Adidas,2,0,Great quality item number 9133,90.53
Product 9134,Beauty/Skincare,Unknown,2,1,Great quality item number 9134,59.42
Product 9135,Toys/Games,Zara,4,0,Great quality item number 9135,8.75
Product 9136,Books/Fiction,Sony,2,0,Great quality item number 9136,18.33
Product 9137,Electronics/Computers,Zara,1,1,Great quality item number 9137,23.65
Product 9138,Home/Furniture,Generic,1,1,Great quality item number 9138,11.76
Product 9139,Clothing/Tops,Generic,2,1,Great quality item number 9139,9.14
Product 9140,Toys/Educational,HP,1,1,Great quality item number 9140,16.46
Product 9141,Beauty/Skincare,Sony,2,1,Great quality item number 9141,37.52
Product 9142,Sports/Outdoors,HP,3,0,Great quality item number 9142,100.66
Product 9143,Electronics/Computers,Generic,3,1,Great quality item number 9143,116.05
Product 9144,Beauty/Skincare,Sony,4,0,Great quality item number 9144,67.58
Product 9145,Toys/Educational,Sony,2,1,Great quality item number 9145,42.22
Product 9146,Clothing/Shoes,Dell,3,1,Great quality item number 9146,7.33
Product 9147,Toys/Games,Generic,3,0,Great quality item number 9147,5.48
Product 9148,Beauty/Skincare,Apple,1,0,Great quality item number 9148,5.72
Product 9149,Toys/Games,Sony,4,0,Great quality item number 9149,8.16
Product 9150,Electronics/Computers,Nike,4,1,Great quality item number 9150,23.69
Product 9151,Home/Kitchen,Nike,3,1,Great quality item number 9151,5.56
Product 9152,Beauty/Makeup,Dell,3,0,Great quality item number 9152,18.17
Product 9153,Home/Kitchen,Generic,4,1,Great quality item number 9153,96.06
Product 9154,Clothing/Shoes,Sony,1,1,Great quality item number 9154,29.7
Product 9155,Books/Fiction,H&M,5,0,Great quality item number 9155,32.93
Product 9156,Electronics/Computers,Zara,1,1,Great quality item number 9156,25.23
Product 9157,Beauty/Makeup,Puma,5,0,Great quality item number 9157,124.94
Product 9158,Electronics/Phones,H&M,4,1,Great quality item number 9158,10.48
Product 9159,Sports/Outdoors,Sony,4,0,Great quality item number 9159,116.34
Product 9160,Beauty/Makeup,Sony,4,0,Great quality item number 9160,23.88
Product 9161,Electronics/Phones,Adidas,2,1,Great quality item number 9161,82.84
Product 9162,Home/Furniture,Nike,2,1,Great quality item number 9162,35.7
Product 9163,Home/Furniture,Unknown,2,1,Great quality item number 9163,11.79
Product 9164,Sports/Fitness,Puma,4,1,Great quality item number 9164,52.71
Product 9165,Clothing/Tops,Samsung,3,1,Great quality item number 9165,9.28
Product 9166,Toys/Educational,Sony,4,1,Great quality item number 9166,55.11
Product 9167,Beauty/Makeup,Unknown,5,1,Great quality item number 9167,6.07
Product 9168,Books/Educational,Zara,1,0,Great quality item number 9168,9.62
Product 9169,Sports/Outdoors,HP,5,1,Great quality item number 9169,18.35
Product 9170,Beauty/Makeup,Sony,1,1,Great quality item number 9170,7.02
Product 9171,Electronics/Phones,HP,5,1,Great quality item number 9171,56.18
Product 9172,Toys/Educational,H&M,1,1,Great quality item number 9172,23.02
Product 9173,Books/Educational,Nike,3,0,Great quality item number 9173,33.94
Product 9174,Sports/Outdoors,Puma,1,0,Great quality item number 9174,8.2
Product 9175,Books/Educational,Nike,4,1,Great quality item number 9175,5.21
Product 9176,Clothing/Shoes,Zara,5,1,Great quality item number 9176,124.44
Product 9177,Electronics/Phones,Zara,2,0,Great quality item number 9177,9.67
Product 9178,Home/Furniture,Dell,3,0,Great quality item number 9178,58.16
Product 9179,Beauty/Skincare,Unknown,5,1,Great quality item number 9179,35.7
Product 9180,Clothing/Shoes,Nike,3,0,Great quality item number 9180,54.12
Product 9181,Sports/Outdoors,Samsung,2,1,Great quality item number 9181,32.67
Product 9182,Sports/Outdoors,Samsung,2,0,Great quality item number 9182,19.78
Product 9183,Electronics/Computers,Sony,2,1,Great quality item number 9183,27.58
Product 9184,Electronics/Phones,HP,2,0,Great quality item number 9184,27.94
Product 9185,Sports/Fitness,Adidas,2,0,Great quality item number 9185,10.89
Product 9186,Sports/Fitness,Adidas,4,0,Great quality item number 9186,35.58
Product 9187,Sports/Outdoors,Puma,1,0,Great quality item number 9187,10.77
Product 9188,Toys/Educational,Zara,2,0,Great quality item number 9188,28.4
Product 9189,Sports/Fitness,Unknown,5,0,Great quality item number 9189,38.46
Product 9190,Clothing/Tops,Adidas,5,0,Great quality item number 9190,55.06
Product 9191,Home/Furniture,Apple,2,0,Great quality item number 9191,28.52
Product 9192,Electronics/Computers,HP,3,1,Great quality item number 9192,33.6
Product 9193,Sports/Outdoors,Samsung,2,0,Great quality item number 9193,43.98
Product 9194,Sports/Fitness,Dell,4,0,Great quality item number 9194,18.52
Product 9195,Electronics/Phones,Adidas,1,0,Great quality item number 9195,6.44
Product 9196,Home/Kitchen,Zara,5,1,Great quality item number 9196,15.52
Product 9197,Beauty/Makeup,Adidas,2,1,Great quality item number 9197,8.78
Product 9198,Beauty/Skincare,Unknown,1,1,Great quality item number 9198,47.83
Product 9199,Toys/Games,Unknown,1,1,Great quality item number 9199,55.45
Product 9200,Home/Furniture,Samsung,2,1,Great quality item number 9200,108.94
Product 9201,Clothing/Shoes,Generic,1,0,Great quality item number 9201,32.6
Product 9202,Toys/Educational,H&M,5,0,Great quality item number 9202,24.4
Product 9203,Home/Kitchen,Sony,2,1,Great quality item number 9203,89.87
Product 9204,Toys/Educational,Sony,3,1,Great quality item number 9204,80.59
Product 9205,Clothing/Shoes,Sony,2,0,Great quality item number 9205,35.79
Product 9206,Clothing/Tops,Adidas,5,0,Great quality item number 9206,49.59
Product 9207,Books/Educational,H&M,2,1,Great quality item number 9207,11.65
Product 9208,Electronics/Phones,Apple,2,1,Great quality item number 9208,26.7
Product 9209,Books/Educational,Zara,2,0,Great quality item number 9209,17.5
Product 9210,Electronics/Computers,Zara,4,0,Great quality item number 9210,57.04
Product 9211,Beauty/Skincare,H&M,4,0,Great quality item number 9211,71.24
Product 9212,Electronics/Computers,Adidas,5,0,Great quality item number 9212,20.39
Product 9213,Sports/Outdoors,HP,1,1,Great quality item number 9213,24.55
Product 9214,Home/Kitchen,Dell,2,0,Great quality item number 9214,12.87
Product 9215,Electronics/Phones,Generic,2,0,Great quality item number 9215,68.12
Product 9216,Home/Kitchen,HP,4,1,Great quality item number 9216,9.48
Product 9217,Sports/Outdoors,Puma,3,0,Great quality item number 9217,79.71
Product 9218,Books/Fiction,Generic,4,1,Great quality item number 9218,33.8
Product 9219,Sports/Fitness,Dell,1,1,Great quality item number 9219,13.43
Product 9220,Clothing/Shoes,Zara,2,1,Great quality item number 9220,21.66
Product 9221,Home/Kitchen,Apple,2,0,Great quality item number 9221,8.21
Product 9222,Beauty/Makeup,Puma,5,1,Great quality item number 9222,32.08
Product 9223,Sports/Outdoors,Generic,3,1,Great quality item number 9223,54.34
Product 9224,Books/Educational,H&M,5,0,Great quality item number 9224,36.67
Product 9225,Books/Fiction,Samsung,3,0,Great quality item number 9225,10.41
Product 9226,Clothing/Shoes,Sony,3,0,Great quality item number 9226,29.1
Product 9227,Sports/Outdoors,HP,3,1,Great quality item number 9227,57.78
Product 9228,Home/Kitchen,Nike,3,0,Great quality item number 9228,64.13
Product 9229,Books/Fiction,Samsung,5,1,Great quality item number 9229,46.0
Product 9230,Books/Fiction,Sony,2,1,Great quality item number 9230,18.64
Product 9231,Electronics/Phones,Apple,2,1,Great quality item number 9231,121.65
Product 9232,Electronics/Computers,HP,5,1,Great quality item number 9232,55.91
Product 9233,Books/Fiction,H&M,4,1,Great quality item number 9233,60.25
Product 9234,Toys/Games,Generic,1,1,Great quality item number 9234,62.0
Product 9235,Clothing/Tops,HP,3,0,Great quality item number 9235,44.52
Product 9236,Toys/Educational,H&M,5,1,Great quality item number 9236,26.05
Product 9237,Toys/Games,Puma,3,1,Great quality item number 9237,22.72
Product 9238,Electronics/Computers,Samsung,3,0,Great quality item number 9238,47.95
Product 9239,Toys/Educational,Unknown,3,0,Great quality item number 9239,24.96
Product 9240,Toys/Educational,Sony,5,1,Great quality item number 9240,74.17
Product 9241,Clothing/Shoes,H&M,2,0,Great quality item number 9241,12.77
Product 9242,Clothing/Shoes,Sony,4,1,Great quality item number 9242,50.35
Product 9243,Clothing/Shoes,Sony,4,0,Great quality item number 9243,13.2
Product 9244,Clothing/Shoes,Dell,5,1,Great quality item number 9244,24.0
Product 9245,Clothing/Tops,Apple,1,1,Great quality item number 9245,7.68
Product 9246,Toys/Games,Puma,4,1,Great quality item number 9246,25.57
Product 9247,Home/Kitchen,Apple,4,1,Great quality item number 9247,27.48
Product 9248,Sports/Outdoors,Apple,3,0,Great quality item number 9248,10.97
Product 9249,Beauty/Skincare,Apple,5,1,Great quality item number 9249,16.79
Product 9250,Home/Kitchen,Generic,2,0,Great quality item number 9250,12.15
Product 9251,Books/Fiction,Puma,5,1,Great quality item number 9251,21.86
Product 9252,Clothing/Shoes,Sony,5,0,Great quality item number 9252,35.47
Product 9253,Home/Furniture,Sony,4,0,Great quality item number 9253,9.6
Product 9254,Electronics/Computers,Puma,3,1,Great quality item number 9254,20.05
Product 9255,Electronics/Computers,Puma,5,1,Great quality item number 9255,28.73
Product 9256,Books/Fiction,Dell,2,1,Great quality item number 9256,52.95
Product 9257,Sports/Outdoors,Samsung,3,0,Great quality item number 9257,34.22
Product 9258,Beauty/Makeup,Zara,3,0,Great quality item number 9258,57.07
Product 9259,Beauty/Makeup,Sony,2,1,Great quality item number 9259,7.17
Product 9260,Beauty/Skincare,Adidas,2,1,Great quality item number 9260,11.18
Product 9261,Toys/Games,Puma,2,0,Great quality item number 9261,82.91
Product 9262,Sports/Outdoors,Adidas,5,1,Great quality item number 9262,37.58
Product 9263,Books/Fiction,H&M,3,0,Great quality item number 9263,20.92
Product 9264,Beauty/Makeup,Adidas,3,0,Great quality item number 9264,18.51
Product 9265,Beauty/Makeup,HP,1,1,Great quality item number 9265,46.32
Product 9266,Beauty/Makeup,Adidas,1,0,Great quality item number 9266,70.45
Product 9267,Books/Educational,Generic,1,1,Great quality item number 9267,27.88
Product 9268,Home/Furniture,Dell,5,0,Great quality item number 9268,9.27
Product 9269,Home/Kitchen,Nike,5,0,Great quality item number 9269,65.72
Product 9270,Clothing/Tops,Samsung,2,1,Great quality item number 9270,20.47
Product 9271,Books/Fiction,HP,5,0,Great quality item number 9271,71.71
Product 9272,Sports/Fitness,Samsung,3,0,Great quality item number 9272,48.96
Product 9273,Electronics/Phones,Zara,3,1,Great quality item number 9273,16.79
Product 9274,Home/Kitchen,Puma,4,0,Great quality item number 9274,8.55
Product 9275,Electronics/Phones,Adidas,4,0,Great quality item number 9275,26.38
Product 9276,Sports/Outdoors,Puma,5,1,Great quality item number 9276,7.52
Product 9277,Toys/Educational,H&M,4,0,Great quality item number 9277,57.79
Product 9278,Books/Fiction,Sony,5,0,Great quality item number 9278,6.74
Product 9279,Toys/Educational,H&M,2,1,Great quality item number 9279,90.77
Product 9280,Books/Fiction,Adidas,2,0,Great quality item number 9280,25.62
Product 9281,Electronics/Phones,Sony,4,1,Great quality item number 9281,24.79
Product 9282,Beauty/Skincare,Dell,5,0,Great quality item number 9282,60.49
Product 9283,Electronics/Phones,Generic,4,0,Great quality item number 9283,28.76
Product 9284,Books/Fiction,Zara,3,1,Great quality item number 9284,21.47
Product 9285,Beauty/Makeup,Samsung,5,0,Great quality item number 9285,11.84
Product 9286,Beauty/Skincare,Apple,1,1,Great quality item number 9286,44.24
Product 9287,Toys/Educational,Nike,3,1,Great quality item number 9287,25.8
Product 9288,Clothing/Shoes,Sony,5,1,Great quality item number 9288,26.16
Product 9289,Toys/Games,Apple,4,1,Great quality item number 9289,13.82
Product 9290,Sports/Fitness,HP,4,0,Great quality item number 9290,9.65
Product 9291,Books/Educational,Samsung,4,1,Great quality item number 9291,16.41
Product 9292,Home/Furniture,Nike,5,0,Great quality item number 9292,54.09
Product 9293,Clothing/Tops,H&M,4,0,Great quality item number 9293,34.57
Product 9294,Clothing/Shoes,Sony,5,1,Great quality item number 9294,18.02
Product 9295,Electronics/Computers,Zara,5,0,Great quality item number 9295,15.52
Product 9296,Electronics/Phones,Generic,4,0,Great quality item number 9296,5.11
Product 9297,Toys/Games,Dell,2,1,Great quality item number 9297,5.94
Product 9298,Toys/Educational,Sony,2,1,Great quality item number 9298,24.64
Product 9299,Sports/Fitness,H&M,3,0,Great quality item number 9299,13.88
Product 9300,Electronics/Phones,Samsung,5,0,Great quality item number 9300,87.85
Product 9301,Toys/Educational,Generic,4,0,Great quality item number 9301,29.44
Product 9302,Toys/Games,Samsung,4,1,Great quality item number 9302,74.69
Product 9303,Home/Furniture,Adidas,4,1,Great quality item number 9303,11.81
Product 9304,Electronics/Phones,Adidas,2,1,Great quality item number 9304,8.94
Product 9305,Clothing/Shoes,Samsung,1,1,Great quality item number 9305,58.73
Product 9306,Beauty/Makeup,Samsung,5,0,Great quality item number 9306,33.2
Product 9307,Home/Kitchen,Puma,3,0,Great quality item number 9307,42.06
Product 9308,Beauty/Makeup,Puma,3,1,Great quality item number 9308,29.1
Product 9309,Books/Educational,HP,3,1,Great quality item number 9309,18.27
Product 9310,Beauty/Skincare,Dell,5,0,Great quality item number 9310,15.21
Product 9311,Electronics/Phones,Generic,5,0,Great quality item number 9311,8.0
Product 9312,Sports/Outdoors,Dell,3,1,Great quality item number 9312,7.49
Product 9313,Beauty/Makeup,Samsung,3,0,Great quality item number 9313,22.94
Product 9314,Home/Furniture,Apple,4,1,Great quality item number 9314,15.38
Product 9315,Books/Fiction,Zara,1,0,Great quality item number 9315,30.96
Product 9316,Home/Kitchen,Dell,2,0,Great quality item number 9316,42.0
Product 9317,Sports/Fitness,Adidas,5,0,Great quality item number 9317,36.89
Product 9318,Toys/Educational,Generic,1,0,Great quality item number 9318,69.4
Product 9319,Sports/Outdoors,Nike,3,0,Great quality item number 9319,44.8
Product 9320,Clothing/Shoes,HP,3,0,Great quality item number 9320,20.04
Product 9321,Clothing/Shoes,Apple,3,0,Great quality item number 9321,18.42
Product 9322,Books/Educational,Adidas,3,1,Great quality item number 9322,6.87
Product 9323,Books/Educational,Unknown,4,1,Great quality item number 9323,29.05
Product 9324,Beauty/Skincare,Samsung,5,1,Great quality item number 9324,39.04
Product 9325,Home/Kitchen,Generic,3,0,Great quality item number 9325,16.5
Product 9326,Books/Fiction,Puma,3,1,Great quality item number 9326,61.2
Product 9327,Sports/Fitness,Samsung,5,1,Great quality item number 9327,18.46
Product 9328,Books/Fiction,Sony,2,0,Great quality item number 9328,18.26
Product 9329,Electronics/Computers,Apple,4,1,Great quality item number 9329,16.45
Product 9330,Books/Educational,Unknown,4,0,Great quality item number 9330,7.97
Product 9331,Beauty/Skincare,Zara,1,1,Great quality item number 9331,155.58
Product 9332,Toys/Games,Zara,4,0,Great quality item number 9332,24.82
